cost,genes
0.0006466455750176169,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  9. 35. 74.
 65. 65. 58. 78. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006466455750176169,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  9. 35. 74.
 65. 65. 58. 78. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62. 31. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006466455750176169,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  9. 35. 74.
 65. 65. 58. 78. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62. 31. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006466455750176169,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  9. 35. 74.
 65. 65. 58. 78. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62. 31. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006466455750176169,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  9. 35. 74.
 65. 65. 58. 78. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62. 31. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006381550489844726,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  1. 56. 73.
 74. 76.  6. 43. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006381550489844726,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  1. 56. 73.
 74. 76.  6. 43. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006381550489844726,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  1. 56. 73.
 74. 76.  6. 43. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006381550489844726,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  1. 56. 73.
 74. 76.  6. 43. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006381550489844726,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  1. 56. 73.
 74. 76.  6. 43. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006381550489844726,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  1. 56. 73.
 74. 76.  6. 43. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
0.0006381550489844726,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 38. 52. 53. 22. 35. 27. 74. 25. 30. 25.  1. 56. 73.
 74. 76.  6. 43. 31. 47. 77. 58. 46.  7. 13. 12. 10. 70. 71. 62.  2. 53.
  7. 69.  6. 69. 66. 79. 33. 20. 34.]"
