cost,genes
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 58. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 58. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 58. 47.
 71. 59. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 23. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 23. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 23. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 69. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 23. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 69. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 58. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 58. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
0.0008319252962845776,"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. 72. 62. 46. 59. 75. 24. 39. 10. 53. 54. 25. 58. 47.
 71. 36. 66. 69.  9. 71. 23. 37. 56. 18. 66. 26. 31. 52. 77.  9. 62. 48.
 79. 47.  9. 57. 44. 33. 55. 71. 65.]"
